Filename;Drawer;Base filename;First word;Last word;First word index;Last word index;Sequence;Error message
KRIJP_21396_03030640_jedyny-jelen.djvu;Jedyny - Jeleń;jedyny-jelen;jedyny;jeleń;1;1;241;
KRIJP_21397_03030641_jelenski-jeszcze1.djvu;Jeleński - Jeszcze1;jelenski-jeszcze1;jeleński;jeszcze;1;1;242;
KRIJP_21398_03030642_jeszcze2-jescca.djvu;Jeszcze2 - Jeśćca;jeszcze2-jescca;jeszcze;jeśćca;2;1;243;
KRIJP_21400_03030643_jesli-jeslize.djvu;Jeśli - Jeśliże;jesli-jeslize;jeśli;jeśliże;1;1;244;
KRIJP_21399_03030644_jewa-jezdzenie.djvu;Jewa - Jeżdżenie;jewa-jezdzenie;jewa;jeżdżenie;1;1;245;
KRIJP_21401_03030645_jeze-jezyk.djvu;Jeże - Język;jeze-jezyk;jeże;język;1;1;246;
KRIJP_21404_03030646_jezyk2-juz1.djvu;Język2 - Już1;jezyk2-juz1;język;już;2;1;247;
KRIJP_21402_03030647_juz2.djvu;Już2;juz2;już;już;2;2;248;
KRIJP_21403_03030648_juz3-juzze.djvu;Już3 - Jużże;juz3-juzze;już;jużże;3;1;249;
KRIJP_21405_03030661_k-kalaga.djvu;K - Kałaga;k-kalaga;k;kałaga;1;1;250;
KRIJP_21479_03030649_kalakucki-kamien.djvu;Kałakucki - Kamień;kalakucki-kamien;kałakucki;kamień;1;1;251;
KRIJP_21406_03030650_kamienczarz-kanzona.djvu;Kamieńczarz - Kanzona;kamienczarz-kanzona;kamieńczarz;kanzona;1;1;252;
KRIJP_21480_03030651_kanczug-kara.djvu;Kańczug - Kara;kanczug-kara;kańczug;kara;1;1;253;
KRIJP_21475_03030652_karab-karmicielka.djvu;Karab - Karmicielka;karab-karmicielka;karab;karmicielka;1;1;254;
KRIJP_21476_03030653_karmic-kasztelanka.djvu;Karmić - Kasztelanka;karmic-kasztelanka;karmić;kasztelanka;1;1;255;
KRIJP_21477_03030654_kasztelanowa-kazac1.djvu;Kasztelanowa - Kazać1;kasztelanowa-kazac1;kasztelanowa;kazać;1;1;256;
KRIJP_21478_03030655_kazac2-kazdy1.djvu;Kazać2 - Każdy1;kazac2-kazdy1;kazać;każdy;2;1;257;
KRIJP_21481_03030656_kazdy2-kasek.djvu;Każdy2 - Kasek;kazdy2-kasek;każdy;kąsek;2;1;258;
KRIJP_35100_03030657_kat-kiedy1.djvu;Kąt - Kiedy1;kat-kiedy1;kąt;kiedy;1;1;259;
KRIJP_21482_03030658_kiedy2-kielkadziesia.djvu;Kiedy2 - Kielkadziesiąt;kiedy2-kielkadziesia;kiedy;kielkadziesiąt;2;1;260;
KRIJP_21483_03030659_kielnia-kilkanascior.djvu;Kielnia - Kilkanaścioro;kielnia-kilkanascior;kielnia;kilkanaścioro;1;1;261;
KRIJP_21484_03030660_kilkaset-klepka.djvu;Kilkaset - Klepka;kilkaset-klepka;kilkaset;klepka;1;1;262;
KRIJP_21485_03030662_klepki-klopoty.djvu;Klepki - Kłopoty;klepki-klopoty;klepki;kłopoty;1;1;263;
KRIJP_35099_03030663_klos-kochanek.djvu;Kłos - Kochanek;klos-kochanek;kłos;kochanek;1;1;264;
KRIJP_21486_03030664_kochane-kolnikowy.djvu;Kochane - Kolnikowy;kochane-kolnikowy;kochane;kolnikowy;1;1;265;
KRIJP_21487_03030665_kolny-kolowrotny.djvu;Kolny - Kołowrotny;kolny-kolowrotny;kolny;kołowrotny;1;1;266;
KRIJP_35102_03030666_kolowrot-kompan.djvu;Kołowrót - Kompan;kolowrot-kompan;kołowrót;kompan;1;1;267;
KRIJP_21488_03030667_kompania-kandytura.djvu;Kompania - Kandytura;kompania-kandytura;kompania;kondytura;1;1;268;
KRIJP_21489_03030668_konegundzin-koniec1.djvu;Konegundzin - Koniec1;konegundzin-koniec1;konegundzin;koniec;1;1;269;
KRIJP_21490_03030669_koniec2-konstelacja.djvu;Koniec2 - Konstelacja;koniec2-konstelacja;koniec;konstelacja;2;1;270;
KRIJP_21491_03030670_konsternacja-konwers.djvu;Konsternacja - Konwersowanie;konsternacja-konwers;konsternacja;konwersowanie;1;1;271;
KRIJP_21492_03030671_konwertyk-konczaty.djvu;Konwertyk - Kończaty;konwertyk-konczaty;konwertyk;kończaty;1;1;272;
KRIJP_35103_03030672_konczenie-korfanty.djvu;Kończenie - Korfanty;konczenie-korfanty;kończenie;korfanty;1;1;273;
KRIJP_21493_03030673_koriander-korzenny.djvu;Koriander - Korzenny;koriander-korzenny;koriander;korzenny;1;1;274;
KRIJP_21494_03030674_korzen-kosztywalowy.djvu;Korzeń - Kosztywałowy;korzen-kosztywalowy;korzeń;kosztywałowy;1;1;275;
KRIJP_21495_03030675_koszula-kosny.djvu;Koszula - Kośny;koszula-kosny;koszula;kośny;1;1;276;
KRIJP_21496_03030676_kot-kozy.djvu;Kot - Koży;kot-kozy;kot;koży;1;1;277;
KRIJP_21569_03030677_kol-krakusow.djvu;Kół - Krakusów;kol-krakusow;kół;krakusów;1;1;278;
KRIJP_21570_03030678_kralica-krew1.djvu;Kralica - Krew1;kralica-krew1;kralica;krew;1;1;279;
KRIJP_21571_03030679_krew2-krosninski.djvu;Krew2 - Krośniński;krew2-krosninski;krew;krośniński;2;1;280;
KRIJP_21572_03030680_krotochwila-krol1.djvu;Krotochwila - Król1;krotochwila-krol1;krotochwila;król;1;1;281;
KRIJP_21573_03030681_krol2.djvu;Król2;krol2;król;król;2;2;282;
KRIJP_21574_03030682_krolestwo-krolowa1.djvu;Królestwo - Królowa1;krolestwo-krolowa1;królestwo;królowa;1;1;283;
KRIJP_21575_03030683_krolowa2-kryjowka.djvu;Królowa2 - Kryjówka;krolowa2-kryjowka;królowa;kryjówka;2;1;284;
KRIJP_21576_03030684_kryks-krzyzik.djvu;Kryks - Krzyzik;kryks-krzyzik;kryks;krzyzik;1;1;285;
KRIJP_21577_03030685_krzyz-ksiaze.djvu;Krzyż - Książę;krzyz-ksiaze;krzyż;książę;1;1;286;
KRIJP_21578_03030686_ksiaze2-ktemu.djvu;Książę2 - Ktemu;ksiaze2-ktemu;książę;ktemu;2;1;287;
KRIJP_21579_03030687_kto1.djvu;Kto1;kto1;kto;kto;1;1;288;
KRIJP_21580_03030688_kto2-ktory1.djvu;Kto2 - Który1;kto2-ktory1;kto;który;2;1;289;
KRIJP_21581_03030689_ktory2.djvu;Który2;ktory2;który;który;2;2;290;
KRIJP_21582_03030690_ktory3.djvu;Który3;ktory3;który;który;3;3;291;
KRIJP_21583_03030691_ktory4.djvu;Który4;ktory4;który;który;4;4;292;
KRIJP_21584_03030692_ktory5.djvu;Który5;ktory5;który;który;5;5;293;
KRIJP_21585_03030693_ktory6.djvu;Który6;ktory6;który;który;6;6;294;
KRIJP_21586_03030694_ktory7.djvu;Który7;ktory7;który;który;7;7;295;
KRIJP_21587_03030695_ktorykolwiek-kuchmis.djvu;Którykolwiek - Kuchmistrzowski;ktorykolwiek-kuchmis;którykolwiek;kuchmistrzowski;1;1;296;
KRIJP_21588_03030696_kuchnia-kupiec1.djvu;Kuchnia - Kupiec1;kuchnia-kupiec1;kuchnia;kupiec;1;1;297;
KRIJP_21589_03030697_kupiec2-kuszyk.djvu;Kupiec2 - Kuszyk;kupiec2-kuszyk;kupiec;kuszyk;2;1;298;
KRIJP_21590_03030698_kus-kwiatyszek.djvu;Kuś - Kwiatyszek;kus-kwiatyszek;kuś;kwiatyszek;1;1;299;
KRIJP_21591_03030699_kwiczal-kysil.djvu;Kwiczał - Kysil;kwiczal-kysil;kwiczał;kysil;1;1;300;
KRIJP_21655_03030708_l-latac.djvu;L - Latać;l-latac;l;latać;1;1;301;
KRIJP_21592_03030700_latajacy-lecha.djvu;Latający - Lecha;latajacy-lecha;latający;lecha;1;1;302;
KRIJP_21593_03030701_lechicki-ledwy.djvu;Lechicki - Ledwy;lechicki-ledwy;lechicki;ledwy;1;1;303;
KRIJP_21594_03030702_ledylce-leniwy.djvu;Ledylce - Leniwy;ledylce-leniwy;ledylce;leniwy;1;1;304;
KRIJP_21650_03030703_lenman-lew.djvu;Lenman - Lew;lenman-lew;lenman;lew;1;1;305;
KRIJP_21651_03030704_lewa-lichwierski.djvu;Lewa - Lichwierski;lewa-lichwierski;lewa;lichwierski;1;1;306;
KRIJP_21652_03030705_lichy-lis.djvu;Lichy - Lis;lichy-lis;lichy;lis;1;1;307;
KRIJP_21653_03030706_lisawy-liscisty.djvu;Lisawy - Liścisty;lisawy-liscisty;lisawy;liścisty;1;1;308;
KRIJP_21654_03030707_lisc-lub.djvu;Liść - Lub;lisc-lub;liść;lub;1;1;309;
KRIJP_21656_03030709_lubaczewski-ludzie.djvu;Lubaczewski - Ludzie;lubaczewski-ludzie;lubaczewski;ludzie;1;1;310;
KRIJP_21657_03030710_ludzie2.djvu;Ludzie2;ludzie2;ludzie;ludzie;2;2;311;
KRIJP_21658_03030711_ludzie3-lzywy.djvu;Ludzie3 - Lżywy;ludzie3-lzywy;ludzie;lżywy;3;1;312;
KRIJP_21661_03030714_l-lasic-sie.djvu;Ł - Łasić się;l-lasic-sie;ł;łasić się;1;1;313;
KRIJP_21659_03030712_laska-lebsko.djvu;Łaska - Łebsko;laska-lebsko;łaska;łebsko;1;1;314;
KRIJP_21660_03030713_lechcenie-lodnik.djvu;Łechcenie - Łódnik;lechcenie-lodnik;łechcenie;łódnik;1;1;315;
KRIJP_21662_03030715_lodz-lyzwy.djvu;Łódź - Łyżwy;lodz-lyzwy;łódź;łyżwy;1;1;316;
KRIJP_21690_03030739_m-majetnosc.djvu;M - Majętność;m-majetnosc;m;majętność;1;1;317;
KRIJP_21663_03030716_majetnosc2-malpi.djvu;Majętność2 - Małpi;majetnosc2-malpi;majętność;małpi;2;1;318;
KRIJP_21664_03030717_malpica-maniery.djvu;Małpica - Maniery;malpica-maniery;małpica;maniery;1;1;319;
KRIJP_21665_03030718_manifaktura-marszalk.djvu;Manifaktura - Marszałkowski;manifaktura-marszalk;manifaktura;marszałkowski;1;1;320;
KRIJP_21666_03030719_marszalkowstwo-matka.djvu;Marszałkowstwo - Matka1;marszalkowstwo-matka;marszałkowstwo;matka;1;1;321;
KRIJP_21667_03030720_matka2-maz1.djvu;Matka2 - Mąż1;matka2-maz1;matka;mąż;2;1;322;
KRIJP_21668_03030721_maz2-merkuryjusz.djvu;Mąż2 - Merkuryjusz;maz2-merkuryjusz;mąż;merkuryjusz;2;1;323;
KRIJP_21669_03030722_merkuriuszowski-mial.djvu;Merkuriuszowski - Miałki;merkuriuszowski-mial;merkuriuszowski;miałki;1;1;324;
KRIJP_21670_03030723_mialko-miasto1.djvu;Miałko - Miasto1;mialko-miasto1;miałko;miasto;1;1;325;
KRIJP_21671_03030724_miasto2-miecz.djvu;Miasto2 - Miecz;miasto2-miecz;miasto;miecz;2;1;326;
KRIJP_21672_03030725_miec6-miejsce1.djvu;Miec6 - Miejsce1;miec6-miejsce1;miec;miejsce;6;1;327;
KRIJP_21673_03030726_miecznicki-miec1.djvu;Miecznicki - Mieć1;miecznicki-miec1;miecznicki;mieć;1;1;328;
KRIJP_21674_03030727_miec2.djvu;Mieć2;miec2;mieć;mieć;2;2;329;
KRIJP_21675_03030728_miec3.djvu;Mieć3;miec3;mieć;mieć;3;3;330;
KRIJP_21676_03030729_miec4.djvu;Mieć4;miec4;mieć;mieć;4;4;331;
KRIJP_21677_03030730_miec5.djvu;Mieć5;miec5;mieć;mieć;5;5;332;
KRIJP_21678_03030731_miejsce2-miesiac.djvu;Miejsce2 - Miesiąc;miejsce2-miesiac;miejsce;miesiąc;2;1;333;
KRIJP_21679_03030732_miesiacowy-mieszkann.djvu;Miesiącowy - Mieszkanny;miesiacowy-mieszkann;miesiącowy;mieszkanny;1;1;334;
KRIJP_21680_03030733_mieszkiwac-miekki.djvu;Mieszkiwać - Miękki;mieszkiwac-miekki;mieszkiwać;miękki;1;1;335;
KRIJP_21681_03030734_miekko-milek.djvu;Miękko - Miłek;miekko-milek;miękko;miłek;1;1;336;
KRIJP_21686_03030735_milo-mily1.djvu;Miło - Miły1;milo-mily1;miło;miły;1;1;337;
KRIJP_21687_03030736_mily2-mistrz.djvu;Miły2 - Mistrz;mily2-mistrz;miły;mistrz;2;1;338;
KRIJP_21688_03030737_mistrzac-mlodziez.djvu;Mistrzać - Młodzież;mistrzac-mlodziez;mistrzać;młodzież;1;1;339;
KRIJP_21689_03030738_mlodzik-mnozyciel.djvu;Młodzik - Mnożyciel;mlodzik-mnozyciel;młodzik;mnożyciel;1;1;340;
KRIJP_21691_03030740_mnozyc-modlitwenik.djvu;Mnożyć - Modlitwenik;mnozyc-modlitwenik;mnożyć;modlitwenik;1;1;341;
KRIJP_21692_03030741_modlitwa-mordy.djvu;Modlitwa - Mordy;modlitwa-mordy;modlitwa;mordy;1;1;342;
KRIJP_21693_03030742_morela-moskwa.djvu;Morela - Moskwa;morela-moskwa;morela;moskwa;1;1;343;
KRIJP_21694_03030743_moskwicin-mozyrski.djvu;Moskwicin - Możyrski;moskwicin-mozyrski;moskwicin;możyrski;1;1;344;
KRIJP_21695_03030744_moc1.djvu;Móc1;moc1;móc;móc;1;1;345;
KRIJP_21696_03030745_moc2.djvu;Móc2;moc2;móc;móc;2;2;346;
KRIJP_21697_03030746_moc3-moj1.djvu;Móc3 - Mój1;moc3-moj1;móc;mój;3;1;347;
KRIJP_21698_03030747_moj2-mowic1.djvu;Mój2 - Mówić1;moj2-mowic1;mój;mówić;2;1;348;
KRIJP_21699_03030748_mowic2-mrowkowy.djvu;Mówić2 - Mrówkowy;mowic2-mrowkowy;mówić;mrówkowy;2;1;349;
KRIJP_21700_03030749_mroz-murzysko.djvu;Mróz - Murzysko;mroz-murzysko;mróz;murzysko;1;1;350;
KRIJP_21701_03030750_mus-my1.djvu;Mus - My1;mus-my1;mus;my;1;1;351;
KRIJP_21702_03030751_my2.djvu;My2;my2;my;my;2;2;352;
KRIJP_21703_03030752_my3-mzytek.djvu;My3 - Mżytek;my3-mzytek;my;mżytek;3;1;353;
KRIJP_21704_03030753_na1.djvu;Na1;na1;na;na;1;1;354;
KRIJP_21705_03030755_na2.djvu;Na2;na2;na;na;2;2;355;
KRIJP_21706_03030756_na3.djvu;Na3;na3;na;na;3;3;356;
KRIJP_21707_03030757_na4.djvu;Na4;na4;na;na;4;4;357;
KRIJP_21708_03030758_na5.djvu;Na5;na5;na;na;5;5;358;
KRIJP_21709_03030759_na6.djvu;Na6;na6;na;na;6;6;359;
KRIJP_21710_03030760_na7.djvu;Na7;na7;na;na;7;7;360;
KRIJP_21711_03030761_na8.djvu;Na8;na8;na;na;8;8;361;
KRIJP_21712_03030762_na9.djvu;Na9;na9;na;na;9;9;362;
KRIJP_21713_03030754_na10.djvu;Na10;na10;na;na;10;10;363;
KRIJP_21714_03030763_nababac-nac.djvu;Nababać - Nać;nababac-nac;nababać;nać;1;1;364;
KRIJP_21716_03030765_nad-nadany.djvu;Nad - Nadany;nad-nadany;nad;nadany;1;1;365;
KRIJP_21715_03030764_nadaremnie-nadziwowa.djvu;Nadaremnie - Nadziwować się;nadaremnie-nadziwowa;nadaremnie;nadziwować się;1;1;366;
KRIJP_21771_03030766_nadzwyczaj-najpierw.djvu;Nadzwyczaj - Najpierw;nadzwyczaj-najpierw;nadzwyczaj;najpierw;1;1;367;
KRIJP_21772_03030767_najpierwszy-nalezec1.djvu;Najpierwszy - Należeć1;najpierwszy-nalezec1;najpierwszy;należeć;1;1;368;
KRIJP_21773_03030768_nalezec2-namowka.djvu;Należeć2 - Namówka;nalezec2-namowka;należeć;namówka;2;1;369;
KRIJP_21774_03030769_namroka-napomku.djvu;Namroka - Na pomku;namroka-napomku;namroka;na pomku;1;1;370;Bad order
KRIJP_21775_03030770_napomnic-narozny.djvu;Napomnić - Narożny;napomnic-narozny;napomnić;narożny;1;1;371;
KRIJP_21777_03030771_narod-nastepny.djvu;Naród - Następny;narod-nastepny;naród;następny;1;1;372;
KRIJP_21778_03030772_nastepowac-nasz1.djvu;Następować - Nasz1;nastepowac-nasz1;następować;nasz;1;1;373;
KRIJP_21779_03030773_nasz2-natancowac.djvu;Nasz2 - Natańcować;nasz2-natancowac;nasz;natańcować;2;1;374;
KRIJP_21780_03030774_natarcie-nauka1.djvu;Natarcie - Nauka1;natarcie-nauka1;natarcie;nauka;1;1;375;
KRIJP_21781_03030775_nauka2-nawznak.djvu;Nauka2 - Na wznak;nauka2-nawznak;nauka;na wznak;2;1;376;Bad order
KRIJP_21782_03030776_nazabijac-nazwany.djvu;Nazabijać - Nazwany;nazabijac-nazwany;nazabijać;nazwany;1;1;377;
KRIJP_21783_03030777_nazwisko-nic1.djvu;Nazwisko - Nic1;nazwisko-nic1;nazwisko;nic;1;1;378;
KRIJP_21784_03030778_nic2-nie1.djvu;Nic2 - Nie1;nic2-nie1;nic;nie;2;1;379;
KRIJP_21785_03030780_nie2.djvu;Nie2;nie2;nie;nie;2;2;380;
KRIJP_21786_03030781_nie3.djvu;Nie3;nie3;nie;nie;3;3;381;
KRIJP_21787_03030782_nie4.djvu;Nie4;nie4;nie;nie;4;4;382;
KRIJP_21788_03030783_nie5.djvu;Nie5;nie5;nie;nie;5;5;383;
KRIJP_21789_03030784_nie6.djvu;Nie6;nie6;nie;nie;6;6;384;
KRIJP_21790_03030785_nie7.djvu;Nie7;nie7;nie;nie;7;7;385;
KRIJP_21791_03030786_nie8.djvu;Nie8;nie8;nie;nie;8;8;386;
KRIJP_21792_03030787_nie9.djvu;Nie9;nie9;nie;nie;9;9;387;
KRIJP_21793_03030779_nie10.djvu;Nie10;nie10;nie;nie;10;10;388;
KRIJP_21794_03030788_nieborak-niechec.djvu;Nieborak - Niechęć;nieborak-niechec;nieborak;niechęć;1;1;389;
KRIJP_21795_03030789_niechedogi-niedostat.djvu;Niechędogi - Niedostatni;niechedogi-niedostat;niechędogi;niedostatni;1;1;390;
KRIJP_21796_03030790_niedostatnie-niektor.djvu;Niedostatnie - Niektóry1;niedostatnie-niektor;niedostatnie;niektóry;1;1;391;
KRIJP_21797_03030791_niektory2-niemocny.djvu;Niektóry2 - Niemocny;niektory2-niemocny;niektóry;niemocny;2;1;392;
KRIJP_21799_03030792_niemodno-niepodmuska.djvu;Niemodno - Niepodmuskany;niemodno-niepodmuska;niemodno;niepodmuskany;1;1;393;
KRIJP_21800_03030793_niepodoba-nieprzyjac.djvu;Niepodoba - Nieprzyjaciel1;niepodoba-nieprzyjac;niepodoba;nieprzyjaciel;1;1;394;
KRIJP_21801_03030794_nieprzyjaciel2-niesk.djvu;Nieprzyjaciel2 - Nieskończony;nieprzyjaciel2-niesk;nieprzyjaciel;nieskończony;2;1;395;
KRIJP_21802_03030795_nieskor-nieszczesnik.djvu;Nieskor - Nieszczęśnik;nieskor-nieszczesnik;nieskor;nieszczęśnik;1;1;396;
KRIJP_21803_03030796_nieszdoronliwosc-nie.djvu;Nieszdoronliwość - Niewiadomość;nieszdoronliwosc-nie;nieszdoronliwość;niewiadomość;1;1;397;
KRIJP_21804_03030797_niewiadomy-niewzrusz.djvu;Niewiadomy - Niewzruszony;niewiadomy-niewzrusz;niewiadomy;niewzruszony;1;1;398;
KRIJP_21805_03030798_niezabawny-nigdy1.djvu;Niezabawny - Nigdy1;niezabawny-nigdy1;niezabawny;nigdy;1;1;399;
KRIJP_21806_03030799_nigdy2-nitryjenski.djvu;Nigdy2 - Nitryjeński;nigdy2-nitryjenski;nigdy;nitryjeński;2;1;400;
KRIJP_21951_03030800_niwa-noc1.djvu;Niwa - Noc1;niwa-noc1;niwa;noc;1;1;401;
KRIJP_21953_03030801_noc2-nos.djvu;Noc2 - Nos;noc2-nos;noc;nos;2;1;402;
KRIJP_21954_03030802_nosacina-nowy1.djvu;Nosacina - Nowy1;nosacina-nowy1;nosacina;nowy;1;1;403;
KRIJP_21956_03030803_nowy2-nyski.djvu;Nowy2 - Nyski;nowy2-nyski;nowy;nyski;2;1;404;
KRIJP_21959_03030804_o1.djvu;O1;o1;o;o;1;1;405;
KRIJP_21962_03030805_o2.djvu;O2;o2;o;o;2;2;406;
KRIJP_21964_03030806_o3.djvu;O3;o3;o;o;3;3;407;
KRIJP_21965_03030807_oba-obcy.djvu;Oba - Obcy;oba-obcy;oba;obcy;1;1;408;
KRIJP_21967_03030808_obcyg-obiecz.djvu;Obcyg - Obiecz;obcyg-obiecz;obcyg;obiecz;1;1;409;
KRIJP_21968_03030809_obiedni-oblubienica.djvu;Obiedni - Oblubienica;obiedni-oblubienica;obiedni;oblubienica;1;1;410;
KRIJP_21971_03030810_oblubieniec-obozik.djvu;Oblubieniec - Obozik;oblubieniec-obozik;oblubieniec;obozik;1;1;411;
KRIJP_21972_03030811_obraz-obrocic.djvu;Obraz - Obrócić;obraz-obrocic;obraz;obrócić;1;1;412;
KRIJP_21974_03030812_obrocicsie-obawianie.djvu;Obrócić się - Obawianie;obrocicsie-obawianie;obrócić się;obwianie;1;1;413;
KRIJP_21976_03030813_obwiaslo-ocho.djvu;Obwiąsło - Ocho;obwiaslo-ocho;obwiąsło;ocho;1;1;414;
KRIJP_21978_03030814_ochocze-ocwiczyc.djvu;Ochocze - Oćwiczyć;ochocze-ocwiczyc;ochocze;oćwiczyć;1;1;415;
KRIJP_21979_03030815_od1.djvu;Od1;od1;od;od;1;1;416;
KRIJP_21981_03030816_od2.djvu;Od2;od2;od;od;2;2;417;
KRIJP_21983_03030817_od3.djvu;Od3;od3;od;od;3;3;418;
KRIJP_21985_03030818_oda-oddawacz.djvu;Oda - Oddawacz;oda-oddawacz;oda;oddawacz;1;1;419;
KRIJP_21987_03030819_oddawac-odjacsie.djvu;Oddawać - Odjąć się;oddawac-odjacsie;oddawać;odjąć się;1;1;420;
KRIJP_21989_03030820_odjechac-odmienicsie.djvu;Odjechać - Odmienić się;odjechac-odmienicsie;odjechać;odmienić się;1;1;421;
KRIJP_21990_03030821_odmieniec-odpowiedz.djvu;Odmieniec - Odpowiedź;odmieniec-odpowiedz;odmieniec;odpowiedź;1;1;422;
KRIJP_21992_03030822_odpor-odrzucony.djvu;Odpór - Odrzucony;odpor-odrzucony;odpór;odrzucony;1;1;423;
KRIJP_21994_03030823_odrzut-odwodzicsie.djvu;Odrzut - Odwodzić się;odrzut-odwodzicsie;odrzut;odwodzić się;1;1;424;
KRIJP_21996_03030824_odwolac-ogien1.djvu;Odwołać - Ogień1;odwolac-ogien1;odwołać;ogień;1;1;425;
KRIJP_21997_03030825_ogien-ogrodzicsie.djvu;Ogień - Ogrodzić się;ogien-ogrodzicsie;ogień;ogrodzić się;1;1;426;
KRIJP_21999_03030826_ogrodziec-ojczyn.djvu;Ogrodziec - Ojczyn;ogrodziec-ojczyn;ogrodziec;ojczyn;1;1;427;
KRIJP_22000_03030827_ojczyna-oknowy.djvu;Ojczyna - Oknowy;ojczyna-oknowy;ojczyna;oknowy;1;1;428;
KRIJP_22003_03030829_oko-okolo1.djvu;Oko - Około1;oko-okolo1;oko;około;1;1;429;
KRIJP_22001_03030828_okolo2-okryc.djvu;Około2 - Okryć;okolo2-okryc;około;okryć;2;1;430;
KRIJP_22004_03030830_okrycsie-omieszkac.djvu;Okryć się - Omieszkać;okrycsie-omieszkac;okryć się;omieszkać;1;1;431;
KRIJP_22005_03030831_omieszkanie-on1.djvu;Omieszkanie - On1;omieszkanie-on1;omieszkanie;on;1;1;432;
KRIJP_22007_03030835_on2.djvu;On2;on2;on;on;2;2;433;
KRIJP_22098_03030836_on3.djvu;On3;on3;on;on;3;3;434;
KRIJP_22099_03030837_on4.djvu;On4;on4;on;on;4;4;435;
KRIJP_22100_03030838_on5.djvu;On5;on5;on;on;5;5;436;
KRIJP_22101_03030839_on6.djvu;On6;on6;on;on;6;6;437;
KRIJP_22102_03030840_on7.djvu;On7;on7;on;on;7;7;438;
KRIJP_22103_03030841_on8.djvu;On8;on8;on;on;8;8;439;
KRIJP_22104_03030842_on9.djvu;On9;on9;on;on;9;9;440;
KRIJP_22105_03030832_on10.djvu;On10;on10;on;on;10;10;441;
KRIJP_22107_03030833_on11.djvu;On11;on11;on;on;11;11;442;
KRIJP_22108_03030834_on12-opatrzycsie.djvu;On12 - Opatrzyć się;on12-opatrzycsie;on;opatrzyć się;12;1;443;
KRIJP_22109_03030843_opatski-opor.djvu;Opatski - Opór;opatski-opor;opatski;opór;1;1;444;
KRIJP_22111_03030844_opozniac-orda.djvu;Opóźniać - Orda;opozniac-orda;opóźniać;orda;1;1;445;
KRIJP_22112_03030845_order-osadzic1.djvu;Order - Osądzić1;order-osadzic1;order;osądzić;1;1;446;
KRIJP_22113_03030846_osadzic2-osoba.djvu;Osądzić2 - Osoba;osadzic2-osoba;osądzić;osoba;2;1;447;
KRIJP_22114_03030847_osobca-ostatek.djvu;Osobca - Ostatek;osobca-ostatek;osobca;ostatek;1;1;448;
KRIJP_22115_03030848_ostatki-ostyjenski.djvu;Ostatki - Ostyjeński;ostatki-ostyjenski;ostatki;ostyjeński;1;1;449;
KRIJP_22116_03030849_osuch-oto.djvu;Osuch - Oto;osuch-oto;osuch;oto;1;1;450;
KRIJP_22117_03030850_otoczyc-owdowiony.djvu;Otoczyć - Owdowiony;otoczyc-owdowiony;otoczyć;owdowiony;1;1;451;
KRIJP_22118_03030851_owdzie-ozioniowy.djvu;Owdzie - Ozioniowy;owdzie-ozioniowy;owdzie;ozioniowy;1;1;452;
KRIJP_22119_03030852_ozlacac-owze.djvu;Ozłacać - Ówże;ozlacac-owze;ozłacać;ówże;1;1;453;
KRIJP_22455_03030915_p-paletowy.djvu;P - Paletowy;p-paletowy;p;paletowy;1;1;454;
KRIJP_22120_03030853_palica-pan1.djvu;Palica - Pan1;palica-pan1;palica;pan;1;1;455;
KRIJP_22121_03030854_pan2.djvu;Pan2;pan2;pan;pan;2;2;456;
KRIJP_22122_03030855_pan3.djvu;Pan3;pan3;pan;pan;3;3;457;
KRIJP_22123_03030856_pan4-panazbawicielow.djvu;Pana4 - Pana Zbawicielowy;pan4-panazbawicielow;pana;pana zbawicielowy;4;1;458;
KRIJP_22124_03030857_panacea-panna1.djvu;Panacea - Panna1;panacea-panna1;panacea;panna;1;1;459;
KRIJP_22125_03030858_panna2-panstwo1.djvu;Panna2 - Państwo1;panna2-panstwo1;panna;państwo;2;1;460;
KRIJP_22126_03030859_panstwo2-partyjka.djvu;Państwo2 - Partyjka;panstwo2-partyjka;państwo;partyjka;2;1;461;
KRIJP_22127_03030860_partyka-pasc1.djvu;Partyka - Paść1;partyka-pasc1;partyka;paść;1;1;462;
KRIJP_22128_03030861_pasc2-pec.djvu;Paść2 - Peć;pasc2-pec;paść;peć;2;1;463;
KRIJP_22129_03030862_pedac-perswadowac.djvu;Pedać - Perswadować;pedac-perswadowac;pedać;perswadować;1;1;464;
KRIJP_22130_03030863_perswazja-pedzic1.djvu;Perswazja - Pędzić1;perswazja-pedzic1;perswazja;pędzić;1;1;465;
KRIJP_22131_03030864_pedzic2-piechota1.djvu;Pędzić2 - Piechota1;pedzic2-piechota1;pędzić;piechota;2;1;466;
KRIJP_22132_03030865_piechota2-pieniadz1.djvu;Piechota2 - Pieniądz1;piechota2-pieniadz1;piechota;pieniądz;2;1;467;
KRIJP_22133_03030866_pieniadz2-pierwotny.djvu;Pieniądz2 - Pierwotny;pieniadz2-pierwotny;pieniądz;pierwotny;2;1;468;
KRIJP_22272_03030867_pierwozec-pieseczek.djvu;Pierwożęć - Pieseczek;pierwozec-pieseczek;pierwożęć;pieseczek;1;1;469;
KRIJP_22273_03030868_piesek-pietkowy.djvu;Piesek - Piętkowy;piesek-pietkowy;piesek;piętkowy;1;1;470;
