Filename;Drawer;Base filename;First word;Last word;First word index;Last word index;Sequence;Error message
KRIJP_22274_03030869_pietnastak-pinsk.djvu;Piętnastak - Pińsk;pietnastak-pinsk;piętnastak;pińsk;1;1;471;
KRIJP_22275_03030870_piolenek-pisac.djvu;Piołenek - Pisać;piolenek-pisac;piołenek;pisać;1;1;472;
KRIJP_22276_03030871_pisan-placacya.djvu;Pisan - Placacya;pisan-placacya;pisan;placacya;1;1;473;
KRIJP_22277_03030872_placek-plugawy.djvu;Placek - Plugawy;placek-plugawy;placek;plugawy;1;1;474;
KRIJP_22278_03030873_plunac-plec.djvu;Plunąć - Płeć;plunac-plec;plunąć;płeć;1;1;475;
KRIJP_22279_03030874_plesz-pniowy.djvu;Płesz - Pniowy;plesz-pniowy;płesz;pniowy;1;1;476;
KRIJP_22280_03030875_po1.djvu;Po1;po1;po;po;1;1;477;
KRIJP_22281_03030876_po2.djvu;Po2;po2;po;po;2;2;478;
KRIJP_22282_03030877_po3-poboczny.djvu;Po3 - Poboczny;po3-poboczny;po;poboczny;3;1;479;
KRIJP_22283_03030878_pobodzic-pochopny.djvu;Pobodzić - Pochopny;pobodzic-pochopny;pobodzić;pochopny;1;1;480;
KRIJP_22284_03030879_pochopowac-poczac.djvu;Pochopować - Począć;pochopowac-poczac;pochopować;począć;1;1;481;
KRIJP_22285_03030880_poczac.djvu;Począć;poczac;począć;począć;1;1;482;
KRIJP_22286_03030881_pod1.djvu;Pod1;pod1;pod;pod;1;1;483;
KRIJP_22287_03030882_pod2-podawienie.djvu;Pod2 - Podawienie;pod2-podawienie;pod;podawienie;2;1;484;
KRIJP_22288_03030883_podbial-podejrzany.djvu;Podbiał - Podejrzany;podbial-podejrzany;podbiał;podejrzany;1;1;485;
KRIJP_22289_03030884_podejscie-podluzyc.djvu;Podejście - Podłużyć;podejscie-podluzyc;podejście;podłużyć;1;1;486;
KRIJP_22290_03030885_podly-podobny1.djvu;Podły - Podobny1;podly-podobny1;podły;podobny;1;1;487;
KRIJP_22291_03030886_podobny2-podstawowac.djvu;Podobny2 - Podstawować;podobny2-podstawowac;podobny;podstawować;2;1;488;
KRIJP_22438_03030902_postapic-poezja.djvu;Postąpić - Poezja;postapic-poezja;podstąpić;poezja;1;1;489;
KRIJP_22292_03030887_pofaldowac-pogryzc.djvu;Pofałdować - Pogryźć;pofaldowac-pogryzc;pofałdować;pogryźć;1;1;490;
KRIJP_22293_03030888_pogrzeb-pokarm.djvu;Pogrzeb - Pokarm;pogrzeb-pokarm;pogrzeb;pokarm;1;1;491;
KRIJP_22294_03030889_pokos-pokuta.djvu;Pokos - Pokuta;pokos-pokuta;pokos;pokuta;1;1;492;
KRIJP_22295_03030890_pokutnik-polewka.djvu;Pokutnik - Polewka;pokutnik-polewka;pokutnik;polewka;1;1;493;
KRIJP_22296_03030891_polewnik-polotrowac.djvu;Polewnik - Połotrować;polewnik-polotrowac;polewnik;połotrować;1;1;494;
KRIJP_22297_03030892_polowa-pomiarowy.djvu;Połowa - Pomiarowy;polowa-pomiarowy;połowa;pomiarowy;1;1;495;
KRIJP_22298_03030893_pomiata-pomowka.djvu;Pomiata - Pomówka;pomiata-pomowka;pomiata;pomówka;1;1;496;
KRIJP_22299_03030894_pompa-ponosic.djvu;Pompa - Ponosić;pompa-ponosic;pompa;ponosić;1;1;497;
KRIJP_22300_03030895_ponosowszczyzna-popr.djvu;Ponosowszczyzna - Poprawić;ponosowszczyzna-popr;ponosowszczyzna;poprawić;1;1;498;
KRIJP_22301_03030896_poprawic.djvu;Poprawić;poprawic;poprawić;poprawić;1;1;499;
KRIJP_22430_03030897_porozkrywac-porzadny.djvu;Porozkrywać - Porządny;porozkrywac-porzadny;porozkrywać;porządny;1;1;500;
KRIJP_22432_03030898_porzadzac-posidlic.djvu;Porządzać - Posidlić;porzadzac-posidlic;porządzać;posidlić;1;1;501;
KRIJP_22433_03030899_posiec-posluszny.djvu;Posiec - Posłuszny;posiec-posluszny;posiec;posłuszny;1;1;502;
KRIJP_22434_03030900_posluzyc-postanowic.djvu;Posłużyć - Postanowić;posluzyc-postanowic;posłużyć;postanowić;1;1;503;
KRIJP_22436_03030901_postanowic-postrzeze.djvu;Postanowić - Postrzeżenie;postanowic-postrzeze;postanowić;postrzeżenie;1;1;504;
KRIJP_22441_03030903_postrzepic-potajemni.djvu;Postrzępić - Potajemnik;postrzepic-potajemni;postrzępić;potajemnik;1;1;505;
KRIJP_22442_03030904_potajemno-potega.djvu;Potajemno - Potęga;potajemno-potega;potajemno;potęga;1;1;506;
KRIJP_22443_03030905_potepa-potrojny.djvu;Potępa - Potrójny;potepa-potrojny;potępa;potrójny;1;1;507;
KRIJP_22444_03030906_potruchlaly-potrzebo.djvu;Potruchlały - Potrzebować1;potruchlaly-potrzebo;potruchlały;potrzebować;1;1;508;
KRIJP_22445_03030907_potrzebowac2-powiada.djvu;Potrzebować2 - Powiadaczka;potrzebowac2-powiada;potrzebować;powiadaczka;2;1;509;
KRIJP_22447_03030908_powiadac-po.djvu;Powiadać - Po;powiadac-po;powiadać;po wierzchu;1;1;510;Bad order
KRIJP_22448_03030909_powierzenie-powitani.djvu;Powierzenie - Powitanie;powierzenie-powitani;powierzenie;powitanie;1;1;511;
KRIJP_22450_03030910_powklejac-powszechny.djvu;Powklejać - Powszechny;powklejac-powszechny;powklejać;powszechny;1;1;512;
KRIJP_22451_03030911_powszedni-pozorowac.djvu;Powszedni - Pozorować;powszedni-pozorowac;powszedni;pozorować;1;1;513;
KRIJP_22452_03030912_pozostac-pozyczyc.djvu;Pozostać - Pożyczyć;pozostac-pozyczyc;pozostać;pożyczyć;1;1;514;
KRIJP_22453_03030913_pozyc-poki1.djvu;Pożyć - Póki1;pozyc-poki1;pożyć;póki;1;1;515;
KRIJP_22454_03030914_poki2-pozny.djvu;Póki2 - Późny;poki2-pozny;póki;późny;2;1;516;
KRIJP_22456_03030916_prababa-prawda1.djvu;Prababa - Prawda1;prababa-prawda1;prababa;prawda;1;1;517;
KRIJP_22457_03030917_prawda2-prawo1.djvu;Prawda2 - Prawo1;prawda2-prawo1;prawda;prawo;2;1;518;
KRIJP_22458_03030918_prawo2-pretekscik.djvu;Prawo2 - Pretekścik;prawo2-pretekscik;prawo;pretekścik;2;1;519;
KRIJP_22459_03030919_pretendencja-priwile.djvu;Pretendencja - Priwilegium;pretendencja-priwile;pretendencja;priwilegium;1;1;520;
KRIJP_22460_03030920_probacja-proporzec.djvu;Probacja - Proporzec;probacja-proporzec;probacja;proporzec;1;1;521;
KRIJP_22461_03030921_propozycja-proskumic.djvu;Propozycja - Proskumica;propozycja-proskumic;propozycja;proskumica;1;1;522;
KRIJP_22462_03030922_proso-prowadzon.djvu;Proso - Prowadzon;proso-prowadzon;proso;prowadzon;1;1;523;
KRIJP_22463_03030923_prowodyr-prymas.djvu;Prowodyr - Prymas;prowodyr-prymas;prowodyr;prymas;1;1;524;
KRIJP_22464_03030924_prymasowstwo-przecho.djvu;Prymasowstwo - Przechorować;prymasowstwo-przecho;prymasowstwo;przechorować;1;1;525;
KRIJP_22465_03030925_przechowywac-przeciw.djvu;Przechowywać - Przeciwko;przechowywac-przeciw;przechowywać;przeciwko;1;1;526;
KRIJP_22466_03030926_przeciwlezacy-przed1.djvu;Przeciwleżący - Przed1;przeciwlezacy-przed1;przeciwleżący;przed;1;1;527;
KRIJP_22467_03030927_przed2-przedswitny.djvu;Przed2 - Przedświtny;przed2-przedswitny;przed;przedświtny;2;1;528;
KRIJP_22468_03030928_przedtem-przeklety.djvu;Przedtem - Przeklęty;przedtem-przeklety;przedtem;przeklęty;1;1;529;
KRIJP_22469_03030929_przeklinacz-przenico.djvu;Przeklinacz - Przenicować;przeklinacz-przenico;przeklinacz;przenicować;1;1;530;
KRIJP_22470_03030930_przenie-przepytywac.djvu;Przenie - Przepytywać;przenie-przepytywac;przenie;przepytywać;1;1;531;
KRIJP_22471_03030931_przerabiac-przestrze.djvu;Przerabiać - Przestrzegać;przerabiac-przestrze;przerabiać;przestrzegać;1;1;532;
KRIJP_22472_03030932_przestrzegac-przetrz.djvu;Przestrzegać - Przetrząść;przestrzegac-przetrz;przestrzegać;przetrząść;1;1;533;
KRIJP_22473_03030933_przetrzec-przez1.djvu;Przetrzeć - Przez1;przetrzec-przez1;przetrzeć;przez;1;1;534;
KRIJP_22474_03030934_przez2.djvu;Przez2;przez2;przez;przez;2;2;535;
KRIJP_22475_03030935_przezacnie-przy1.djvu;Przezacnie - Przy1;przezacnie-przy1;przezacnie;przy;1;1;536;
KRIJP_22476_03030936_przy2-przyblizyc.djvu;Przy2 - Przybliżyć;przy2-przyblizyc;przy;przybliżyć;2;1;537;
KRIJP_22477_03030937_przyblakac-przyczyna.djvu;Przybłąkać - Przyczyna1;przyblakac-przyczyna;przybłąkać;przyczyna;1;1;538;
KRIJP_22478_03030938_przyczyna2-przygorzk.djvu;Przyczyna2 - Przygorzkniejszym;przyczyna2-przygorzk;przyczyna;przygorzkniejszym;2;1;539;
KRIJP_22479_03030939_przygotowac-przyjech.djvu;Przygotować - Przyjechać1;przygotowac-przyjech;przygotować;przyjechać;1;1;540;
KRIJP_22480_03030940_przyjechac2-przyjsc1.djvu;Przyjechać2 - Przyjść1;przyjechac2-przyjsc1;przyjechać;przyjść;2;1;541;
KRIJP_22481_03030941_przyjsc2-przylegnac.djvu;Przyjść2 - Przylegnać;przyjsc2-przylegnac;przyjść;przylegnać;2;1;542;
KRIJP_22482_03030942_przyleniwszy-przynie.djvu;Przyleniwszy - Przynieść1;przyleniwszy-przynie;przyleniwszy;przynieść;1;1;543;
KRIJP_22483_03030943_przyniesc2-przeplywa.djvu;Przynieść2 - Przepływać;przyniesc2-przeplywa;przynieść;przypływać;2;1;544;
KRIJP_22484_03030944_przypnac-przysiadac.djvu;Przypnąć - Przysiadać;przypnac-przysiadac;przypnąć;przysiadać;1;1;545;
KRIJP_22485_03030945_przysiadany-przystep.djvu;Przysiadany - Przystępny;przysiadany-przystep;przysiadany;przystępny;1;1;546;
KRIJP_22486_03030946_przystepowac-przywie.djvu;Przystępować - Przywierek;przystepowac-przywie;przystępować;przywierek;1;1;547;
KRIJP_22488_03030947_przywiesc-przyzwanie.djvu;Przywieść - Przyzwanie;przywiesc-przyzwanie;przywieść;przyzwanie;1;1;548;
KRIJP_22489_03030948_przyzwoicie-ptyzanna.djvu;Przyzwoicie - Ptyzanna;przyzwoicie-ptyzanna;przyzwoicie;ptyzanna;1;1;549;
KRIJP_22490_03030949_publiczna-puppa.djvu;Publiczna - Puppa;publiczna-puppa;publiczna;puppa;1;1;550;
KRIJP_22491_03030950_pur-puscic.djvu;Pur - Puścić;pur-puscic;pur;puścić;1;1;551;
KRIJP_22492_03030951_puscic-pyzdrski.djvu;Puścić - Pyzdrski;puscic-pyzdrski;puścić;pyzdrski;1;1;552;
KRIJP_22493_03030952_rabanina-rad.djvu;Rabanina - Rad;rabanina-rad;rabanina;rad;1;1;553;
KRIJP_22494_03030953_rada-rajtaria.djvu;Rada - Rajtaria;rada-rajtaria;rada;rajtaria;1;1;554;
KRIJP_22495_03030954_rajtarka-ratunk.djvu;Rajtarka - Ratunk;rajtarka-ratunk;rajtarka;ratunk;1;1;555;
KRIJP_22496_03030955_ratusz-raczeta.djvu;Ratusz - Raczeta;ratusz-raczeta;ratusz;rączęta;1;1;556;
KRIJP_22497_03030956_raczka-rejmentowac.djvu;Rączka - Rejmentować;raczka-rejmentowac;rączka;rejmentować;1;1;557;
KRIJP_22499_03030957_rejnant-resposta.djvu;Rejnant - Respota;rejnant-resposta;rejnant;respota;1;1;558;
KRIJP_22500_03030958_respublika-reka1.djvu;Respublika - Ręka;respublika-reka1;respublika;ręka;1;1;559;
KRIJP_22501_03030959_reka2-robic.djvu;Ręka2 - Robić;reka2-robic;ręka;robić;2;1;560;
KRIJP_22502_03030960_robic2-rodzice.djvu;Robić2 - Rodzice;robic2-rodzice;robić;rodzice;2;1;561;
KRIJP_22503_03030961_rodziciel-rok1.djvu;Rodziciel - Rok1;rodziciel-rok1;rodziciel;rok;1;1;562;
KRIJP_22504_03030962_rok2-rotman.djvu;Rok2 - Rotman;rok2-rotman;rok;rotman;2;1;563;
KRIJP_22506_03030963_rotmistrz-rozdzielic.djvu;Rotmistrz - Rozdzielić;rotmistrz-rozdzielic;rotmistrz;rozdzielić;1;1;564;
KRIJP_22680_03030964_rozdzielic-sie-rozka.djvu;Rozdzielić się - Rozkazywanie;rozdzielic-sie-rozka;rozdzielić się;rozkazywanie;1;1;565;
KRIJP_22681_03030965_rozkasac-rozmyslac.djvu;Rozkąsać - Rozmyslać;rozkasac-rozmyslac;rozkąsać;rozmyslać;1;1;566;
KRIJP_22682_03030966_rozmyslacsie-rozryso.djvu;Rozmyslać się - Rozrysowac się;rozmyslacsie-rozryso;rozmyslać się;rozrysowac się;1;1;567;
KRIJP_22683_03030967_rozrywacz-rozum1.djvu;Rozrywacz - Rozum1;rozrywacz-rozum1;rozrywacz;rozum;1;1;568;
KRIJP_22684_03030968_rozum2-rozwiezywacsi.djvu;Rozum2 - Rozwięzywać się;rozum2-rozwiezywacsi;rozum;rozwięzywać się;2;1;569;
KRIJP_22685_03030969_rozwijac-rozga.djvu;Rozwijać - Rózga;rozwijac-rozga;rozwijać;rózga;1;1;570;
KRIJP_22686_03030970_roza-ruchomosc.djvu;Róża - Ruchomosć;roza-ruchomosc;róża;ruchomosć;1;1;571;
KRIJP_22688_03030971_ruchomy-ruszyc.djvu;Ruchomy - Ruszyć;ruchomy-ruszyc;ruchomy;ruszyć;1;1;572;
KRIJP_22691_03030972_ruszycsie-rygowanies.djvu;Ruszyć się - Rygowanie się;ruszycsie-rygowanies;ruszyć się;rygowanie się;1;1;573;
KRIJP_22693_03030973_rygski-rzasa.djvu;Rygski - Rząsa;rygski-rzasa;rygski;rząsa;1;1;574;
KRIJP_22694_03030974_rzec-rzecz1.djvu;Rzec - Rzecz1;rzec-rzecz1;rzec;rzecz;1;1;575;
KRIJP_22695_03030975_rzecz2-rzeczpospolit.djvu;Rzecz2 - Rzeczpospolita1;rzecz2-rzeczpospolit;rzecz;rzeczpospolita;2;1;576;
KRIJP_22696_03030976_rzeczpospolita2-rzez.djvu;Rzeczpospolita2 - Rzezak;rzeczpospolita2-rzez;rzeczpospolita;rzezak;2;1;577;
KRIJP_22697_03030977_rzezalna-saft.djvu;Rzezalna - Saft;rzezalna-saft;rzezalna;saft;1;1;578;
KRIJP_22698_03030978_sag-sam1.djvu;Sag - Sam1;sag-sam1;sag;sam;1;1;579;
KRIJP_22699_03030979_sam2.djvu;Sam2;sam2;sam;sam;2;2;580;
KRIJP_22700_03030980_sam3-sarmatycki.djvu;Sam3 - Sarmatycki;sam3-sarmatycki;sam;sarmatycki;3;1;581;
KRIJP_22701_03030981_sarn-schodzeniesie.djvu;Sarn - Schodzenie się;sarn-schodzeniesie;sarn;schodzenie się;1;1;582;
KRIJP_22702_03030982_schodzic-sejmik1.djvu;Schodzić - Sejmik1;schodzic-sejmik1;schodzić;sejmik;1;1;583;
KRIJP_22703_03030983_sejmik2-sentencyjka.djvu;Sejmik2 - Sentencyjka;sejmik2-sentencyjka;sejmik;sentencyjka;2;1;584;
KRIJP_22704_03030984_sentencyjonowac-sery.djvu;Sentencyjonować - Seryf;sentencyjonowac-sery;sentencyjonować;seryf;1;1;585;
KRIJP_22705_03030985_serykanin-siec.djvu;Serykan(in) - Sieć;serykanin-siec;serykan;sieć;1;1;586;
KRIJP_22706_03030986_siedem-siezerdza.djvu;Siedem - Siezerdza;siedem-siezerdza;siedem;siezerdza;1;1;587;
KRIJP_22707_03030987_siedy-sirotki.djvu;Siedy - Sirotki;siedy-sirotki;siedy;sirotki;1;1;588;
KRIJP_22708_03030988_sie1.djvu;Się1;sie1;się;się;1;1;589;
KRIJP_22709_03030989_sie2.djvu;Się2;sie2;się;się;2;2;590;
KRIJP_22710_03030990_sie3.djvu;Się3;sie3;się;się;3;3;591;
KRIJP_22711_03030991_sie4.djvu;Się4;sie4;się;się;4;4;592;
KRIJP_22712_03030992_sie5.djvu;Się5;sie5;się;się;5;5;593;
KRIJP_22713_03030993_sie6.djvu;Się6;sie6;się;się;6;6;594;
KRIJP_22714_03030994_sistemma-skad1.djvu;Sistemma - Skąd1;sistemma-skad1;sistemma;skąd;1;1;595;
KRIJP_22715_03030995_skad2-skokiem.djvu;Skąd2 - Skokiem;skad2-skokiem;skąd;skokiem;2;1;596;
KRIJP_22716_03030996_skokliwy-skorka.djvu;Skokliwy - Skórka;skokliwy-skorka;skokliwy;skórka;1;1;597;
KRIJP_22717_03030997_skornia-skrzynka.djvu;Skórnia - Skrzynka;skornia-skrzynka;skórnia;skrzynka;1;1;598;
KRIJP_22718_03030998_skrzynka-slawa1.djvu;Skrzynka - Sława1;skrzynka-slawa1;skrzynka;sława;1;1;599;
KRIJP_22720_03030999_slawa2-slonce1.djvu;Sława2 - Słońce1;slawa2-slonce1;sława;słońce;2;1;600;
KRIJP_22721_03031000_slonce2-sluchac1.djvu;Słońce2 - Słuchać1;slonce2-sluchac1;słońce;słuchać;2;1;601;
KRIJP_22722_03031001_sluchac2-sluszny.djvu;Słuchać2 - Słuszny;sluchac2-sluszny;słuchać;słuszny;2;1;602;
KRIJP_22852_03031002_sluszy-slyszec1.djvu;Słuszy - Słyszeć1;sluszy-slyszec1;słuszy;słyszeć;1;1;603;
KRIJP_22719_03031003_slyszec2-snadniec.djvu;Słyszeć2 - Snadnieć;slyszec2-snadniec;słyszeć;snadnieć;2;1;604;
KRIJP_22853_03031004_snadniuchno-sowity.djvu;Snadniuchno - Sowity;snadniuchno-sowity;snadniuchno;sowity;1;1;605;
KRIJP_22854_03031005_sowizralski-spiczka.djvu;Sowiźralski - Spiczka;sowizralski-spiczka;sowiźralski;spiczka;1;1;606;
KRIJP_22857_03031006_spic-spojny.djvu;Spić - Spojny;spic-spojny;spić;spojny;1;1;607;
KRIJP_22860_03031007_spojrzec-sposob1.djvu;Spojrzeć - Sposób1;spojrzec-sposob1;spojrzeć;sposób;1;1;608;
KRIJP_22863_03031008_sposob2-sprawa1.djvu;Sposób2 - Sprawa1;sposob2-sprawa1;sposób;sprawa;2;1;609;
KRIJP_22868_03031009_sprawa2-sprinca.djvu;Sprawa2 - Sprinca;sprawa2-sprinca;sprawa;sprinca;2;1;610;
KRIJP_22871_03031010_sprofanowac-spyza.djvu;Sprofanować - Spyża;sprofanowac-spyza;sprofanować;spyża;1;1;611;
KRIJP_22872_03031011_sraczka-stac1.djvu;Sraczka - Stać1;sraczka-stac1;sraczka;stać;1;1;612;
KRIJP_22874_03031012_stac2-stalny.djvu;Stać2 - Stalny;stac2-stalny;stać;stalny;2;1;613;
KRIJP_22875_03031013_stalonka-staniesie.djvu;Stalonka - Stanie się;stalonka-staniesie;stalonka;stanie się;1;1;614;
KRIJP_22876_03031014_staniec-staroscinski.djvu;Stanieć - Starościński;staniec-staroscinski;stanieć;starościński;1;1;615;
KRIJP_22877_03031015_starosc-statecznie.djvu;Starość - Statecznie;starosc-statecznie;starość;statecznie;1;1;616;
KRIJP_22878_03031016_stateczno-stad1.djvu;Stateczno - Stąd1;stateczno-stad1;stateczno;stąd;1;1;617;
KRIJP_22879_03031017_stad2-stolica.djvu;Stąd2 - Stolica;stad2-stolica;stąd;stolica;2;1;618;
KRIJP_22880_03031018_stolica2-strach.djvu;Stolica2 - Strach;stolica2-strach;stolica;strach;2;1;619;
KRIJP_22881_03031019_strachac-strogowanie.djvu;Strachać - Strogowanie;strachac-strogowanie;strachać;strogowanie;1;1;620;
KRIJP_22882_03031020_stroic-strozyna.djvu;Stroić - Stróżyna;stroic-strozyna;stroić;stróżyna;1;1;621;
KRIJP_22883_03031021_strucelka-strzelny.djvu;Strucełka - Strzelny;strucelka-strzelny;strucełka;strzelny;1;1;622;
KRIJP_22884_03031022_strzemieniowy-suchen.djvu;Strzemieniowy - Suchęniowski;strzemieniowy-suchen;strzemieniowy;suchęniowski;1;1;623;
KRIJP_22885_03031023_sucho-sumienie1.djvu;Sucho - Sumienie1;sucho-sumienie1;sucho;sumienie;1;1;624;
KRIJP_22886_03031024_sumienie2-swojszczyz.djvu;Sumienie2 - Swojszczyzna;sumienie2-swojszczyz;sumienie;swojszczyzna;2;1;625;
KRIJP_22888_03031025_swora-swoj1.djvu;Swora - Swój1;swora-swoj1;swora;swój;1;1;626;
KRIJP_22889_03031026_swoj2.djvu;Swój2;swoj2;swój;swój;2;2;627;
KRIJP_22890_03031027_swoj3.djvu;Swój3;swoj3;swój;swój;3;3;628;
KRIJP_22891_03031028_swoj4-swywolny.djvu;Swój4 - Swywolny;swoj4-swywolny;swój;swywolny;4;1;629;
KRIJP_22892_03031029_sybara-syndykowstwo.djvu;Sybara - Syndykowstwo;sybara-syndykowstwo;sybara;syndykowstwo;1;1;630;
KRIJP_22893_03031030_syneczek-szaleniec.djvu;Syneczek - Szaleniec;syneczek-szaleniec;syneczek;szaleniec;1;1;631;
KRIJP_22894_03031031_szalenstwo-szczaw.djvu;Szaleństwo - Szczaw;szalenstwo-szczaw;szaleństwo;szczaw;1;1;632;
KRIJP_22895_03031032_szczawi-szczesliwy1.djvu;Szczawi - Szczęśliwy1;szczawi-szczesliwy1;szczawi;szczęśliwy;1;1;633;
KRIJP_22896_03031033_szczesliwy2-szeroszo.djvu;Szczęśliwy2 - Szeroszowski;szczesliwy2-szeroszo;szczęśliwy;szeroszowski;2;1;634;
KRIJP_22897_03031034_szerszeni-szkodliwos.djvu;Szerszeni - Szkodliwość;szerszeni-szkodliwos;szerszeni;szkodliwość;1;1;635;
KRIJP_22898_03031035_szkodliwy-szlachetno.djvu;Szkodliwy - Szlachetność;szkodliwy-szlachetno;szkodliwy;szlachetność;1;1;636;
KRIJP_22899_03031036_szlachetny-szpetny.djvu;Szlachetny - Szpetny;szlachetny-szpetny;szlachetny;szpetny;1;1;637;
KRIJP_22900_03031037_szpetulicha-szufla.djvu;Szpetulicha - Szufla;szpetulicha-szufla;szpetulicha;szufla;1;1;638;
KRIJP_22901_03031038_szuflada-szwedzki.djvu;Szuflada - Szwedzki;szuflada-szwedzki;szuflada;szwedzki;1;1;639;
KRIJP_22902_03031039_szwela-scieracsie.djvu;Szwel(a) - Scierać się;szwela-scieracsie;szwel;ścierać się;1;1;640;
KRIJP_22903_03031040_scieranie-slub.djvu;Ścieranie - Ślub;scieranie-slub;ścieranie;ślub;1;1;641;
KRIJP_22904_03031041_slubic-smierc1.djvu;Ślubić - Śmierć1;slubic-smierc1;ślubić;śmierć;1;1;642;
KRIJP_22905_03031042_smierc2-srodkoziemny.djvu;Śmierć2 - Środkoziemny;smierc2-srodkoziemny;śmierć;środkoziemny;2;1;643;
KRIJP_22906_03031043_srodoposny-swiat1.djvu;Środoposny - Świat1;srodoposny-swiat1;środoposny;świat;1;1;644;
KRIJP_22907_03031044_swiat2-swietnie.djvu;Świat2 - Świetnie;swiat2-swietnie;świat;świetnie;2;1;645;
KRIJP_22887_03031045_swietniec-swiety1.djvu;Świetnieć - Święty1;swietniec-swiety1;świetnieć;święty;1;1;646;
KRIJP_22908_03031046_swiety2-tak1.djvu;Święty2 - Tak1;swiety2-tak1;święty;tak;2;1;647;
KRIJP_22909_03031047_tak2.djvu;Tak2;tak2;tak;tak;2;2;648;
KRIJP_22910_03031048_tak3.djvu;Tak3;tak3;tak;tak;3;3;649;
KRIJP_22911_03031049_tak4.djvu;Tak4;tak4;tak;tak;4;4;650;
KRIJP_22912_03031050_taka-taki.djvu;Taka - Taki;taka-taki;taka;taki;1;1;651;
KRIJP_22913_03031051_taki-takze1.djvu;Taki - Także1;taki-takze1;taki;także;1;1;652;
KRIJP_22914_03031052_takze2-tam1.djvu;Także2 - Tam1;takze2-tam1;także;tam;2;1;653;
KRIJP_22915_03031053_tam2-tamze.djvu;Tam2 - Tamże;tam2-tamze;tam;tamże;2;1;654;
KRIJP_22916_03031054_tan-tczy.djvu;Tan - Tczy;tan-tczy;tan;tczy;1;1;655;
KRIJP_22917_03031055_teatr-temu.djvu;Teatr - Temu;teatr-temu;teatr;temu;1;1;656;
KRIJP_22918_03031056_technac-to1.djvu;Technąć - To1;technac-to1;technąć;to;1;1;657;
KRIJP_22919_03031057_ten1.djvu;Ten1;ten1;ten;ten;1;1;658;
KRIJP_22920_03031060_ten2.djvu;Ten2;ten2;ten;ten;2;2;659;
KRIJP_22921_03031061_ten3.djvu;Ten3;ten3;ten;ten;3;3;660;
KRIJP_22922_03031062_ten4.djvu;Ten4;ten4;ten;ten;4;4;661;
KRIJP_22923_03031063_ten5.djvu;Ten5;ten5;ten;ten;5;5;662;
KRIJP_22924_03031064_ten6.djvu;Ten6;ten6;ten;ten;6;6;663;
KRIJP_22925_03031065_ten7.djvu;Ten7;ten7;ten;ten;7;7;664;
KRIJP_22926_03031066_ten8.djvu;Ten8;ten8;ten;ten;8;8;665;
KRIJP_22927_03031067_ten9.djvu;Ten9;ten9;ten;ten;9;9;666;
KRIJP_22928_03031058_ten10.djvu;Ten10;ten10;ten;ten;10;10;667;
KRIJP_22929_03031059_ten11.djvu;Ten11;ten11;ten;ten;11;11;668;
KRIJP_22930_03031068_tenze2-teraz1.djvu;Tenże2 - Teraz1;tenze2-teraz1;tenże;teraz;2;1;669;
KRIJP_22931_03031069_teraz2-tez1.djvu;Teraz2 - Też1;teraz2-tez1;teraz;też;2;1;670;
KRIJP_22932_03031070_tez2.djvu;Też2;tez2;też;też;2;2;671;
KRIJP_22933_03031071_to2.djvu;To2;to2;to;to;2;2;672;
KRIJP_22934_03031072_to3-towarzystwo.djvu;To3 - Towarzystwo;to3-towarzystwo;to;towarzystwo;3;1;673;
KRIJP_23051_03031073_towarzysz-traktatowy.djvu;Towarzysz - Traktatowy;towarzysz-traktatowy;towarzysz;traktatowy;1;1;674;
KRIJP_23052_03031074_traktowac-trocha.djvu;Traktować - Trocha;traktowac-trocha;traktować;trocha;1;1;675;
KRIJP_23053_03031075_troche-trudno.djvu;Trochę - Trudno;troche-trudno;trochę;trudno;1;1;676;
KRIJP_23054_03031076_trudnomownosc-trybun.djvu;Trudnomowność - Trybunał1;trudnomownosc-trybun;trudnomowność;trybunał;1;1;677;
KRIJP_23055_03031077_trybunal2-trzebaz.djvu;Trybunał2 - Trzebaż;trybunal2-trzebaz;trybunał;trzebaż;2;1;678;
KRIJP_23056_03031078_trzebczanin-trzy1.djvu;Trzebczanin - Trzy1;trzebczanin-trzy1;trzebczanin;trzy;1;1;679;
KRIJP_23057_03031079_trzy2-tu1.djvu;Trzy2 - Tu1;trzy2-tu1;trzy;tu;2;1;680;
KRIJP_23058_03031080_tu2-turbowanie.djvu;Tu2 - Turbowanie;tu2-turbowanie;tu;turbowanie;2;1;681;
KRIJP_23059_03031081_turchala-twarz1.djvu;Turchala - Twarz1;turchala-twarz1;turchala;twarz;1;1;682;
KRIJP_23060_03031082_twarz2-ty1.djvu;Twarz2 - Ty1;twarz2-ty1;twarz;ty;2;1;683;
KRIJP_23061_03031083_ty2-tyka.djvu;Ty2 - Tyka;ty2-tyka;ty;tyka;2;1;684;
KRIJP_23062_03031084_tykac-tylko1.djvu;Tykać - Tylko1;tykac-tylko1;tykać;tylko;1;1;685;
KRIJP_23063_03031085_tylko2-tymczasem.djvu;Tylko2 - Tymczasem;tylko2-tymczasem;tylko;tymczasem;2;1;686;
KRIJP_23064_03031086_tymf-tyzbier.djvu;Tymf - Tyżbier;tymf-tyzbier;tymf;tyżbier;1;1;687;
KRIJP_23065_03031087_u1.djvu;U1;u1;u;u;1;1;688;
KRIJP_23066_03031088_u2-ubraniac.djvu;U2 - Ubraniać;u2-ubraniac;u;ubraniać;2;1;689;
